year,rank,company,revenue,profit
1964.0,360.0,Square D,134.2,15.8
1964.0,361.0,Pacolet Industries,133.3,-0.6
1964.0,362.0,Ward Foods,133.3,-2.6
1964.0,363.0,Certainteed,133.2,3.1
1964.0,364.0,Falstaff Brewing,132.1,6.3
1964.0,365.0,Colorado Milling & Elevator,131.9,0.9
1964.0,366.0,Packaging Corp. of America,131.5,2.8
1964.0,367.0,Kern County Land,130.7,17.4
1964.0,368.0,Stewart-Warner,128.9,9.6
1964.0,369.0,Keebler,128.8,1.5
1964.0,370.0,Beaunit,128.8,3.9
1964.0,371.0,Potlatch,127.9,3.5
1964.0,372.0,Cowles Communications,127.4,3.5
1964.0,373.0,Purex Industries,126.9,5.7
1964.0,374.0,Lone Star Industries,126.8,14.5
1964.0,375.0,Stanley Works,126.8,4.2
1964.0,376.0,Cutler-Hammer,126.7,5.3
1964.0,377.0,National Can,126.6,3.0
1964.0,378.0,Trans Union,126.4,8.2
1964.0,379.0,Ideal Basic Industries,126.4,17.2
1964.0,380.0,American Chain & Cable,126.0,5.3
1964.0,381.0,KVP Sutherland Paper,125.5,5.0
1964.0,382.0,Baldwin-Lima-Hamilton,124.8,1.0
1964.0,383.0,Hanna Mining,124.6,12.4
1964.0,384.0,Armstrong Rubber,124.5,4.2
1964.0,385.0,Fibreboard,124.5,4.1
1964.0,386.0,McCall,124.4,3.0
1964.0,387.0,Keystone Consolidated Industries,124.0,7.0
1964.0,388.0,Polaroid,123.5,11.2
1964.0,389.0,Southern States Cooperative,122.9,3.0
1964.0,390.0,Witco,122.8,4.7
1964.0,391.0,Bliss (E.W.),121.9,3.6
1964.0,392.0,Maremont,121.4,2.2
1964.0,393.0,Inland Container,121.3,7.1
1964.0,394.0,Hammermill Paper,121.1,4.4
1964.0,395.0,Trane,120.4,8.3
1964.0,396.0,Botany Industries,119.7,1.9
1964.0,397.0,Glen Alden,118.8,7.9
1964.0,398.0,Endicott Johnson,118.4,-2.8
1964.0,399.0,Olivetti Underwood,117.9,-6.4
1964.0,400.0,Ruberoid,117.4,3.2
1964.0,401.0,Safety-Kleen,117.3,1.7
1964.0,402.0,Maytag,117.2,14.0
1964.0,403.0,Hupp,117.2,4.4
1964.0,404.0,Rheem Manufacturing,117.0,4.1
1964.0,405.0,Chesebrough-Pond's,116.9,8.1
1964.0,406.0,Fairchild Camera & Instrument,116.4,2.7
1964.0,407.0,Riegel Paper,116.4,3.9
1964.0,408.0,Eagle-Picher Industries,116.2,3.6
1964.0,409.0,Vulcan Materials,116.0,7.3
1964.0,410.0,Hewlett-Packard,115.9,7.1
1964.0,411.0,Consolidated Cigar,115.6,8.6
1964.0,412.0,Fieldcrest Cannon,115.5,5.1
1964.0,413.0,Di Giorgio,115.3,2.1
1964.0,414.0,Grolier,115.1,6.5
1964.0,415.0,International Pipe & Ceramics,113.7,5.4
1964.0,416.0,Wyandotte Chemicals,112.6,4.8
1964.0,417.0,Calumet & Hecia,112.2,2.3
1964.0,418.0,Wm. Wrigley Jr.,111.5,10.8
1964.0,419.0,Todd Shipyards,111.5,1.4
1964.0,420.0,Kellwood,111.3,2.1
1964.0,421.0,Reichhold Chemicals,110.7,2.2
1964.0,422.0,Houdaille Industries,110.7,4.9
1964.0,423.0,Collins & Aikman,110.3,3.6
1964.0,424.0,I-T-E Imperial,110.2,0.3
1964.0,425.0,Great Western Sugar,109.6,7.0
1964.0,426.0,Howmet,109.6,2.2
1964.0,427.0,Champion Spark Plug,109.3,15.0
1964.0,428.0,Royal McBee,109.2,1.4
1964.0,429.0,American Optical,109.2,3.7
1964.0,430.0,Miles Laboratories,107.8,6.3
1964.0,431.0,Mohasco,107.8,3.0
1964.0,432.0,Alco Products,107.6,3.4
1964.0,433.0,Western Publishing Group,107.0,5.3
1964.0,434.0,Hartmarx,106.9,3.4
1964.0,435.0,Air Products & Chem.,106.7,6.1
1964.0,436.0,Ekco Products,106.2,6.4
1964.0,437.0,Woodward Iron,105.8,6.5
1964.0,438.0,Standard Pressed Steel,105.5,1.1
1964.0,439.0,Cabot,105.4,10.8
1964.0,440.0,MacMillan,105.2,4.4
1964.0,441.0,General Steel Industries,104.5,4.9
1964.0,442.0,Canada Dry,104.3,3.7
1964.0,443.0,Commonwealth Oil Refining,104.3,10.6
1964.0,444.0,Rohr,104.2,2.0
1964.0,445.0,Wagner Electric,103.9,2.6
1964.0,446.0,Clevite,103.1,6.9
1964.0,447.0,Seaboard,102.9,0.9
1964.0,448.0,Handy & Harman,102.4,1.1
1964.0,449.0,Farmers Union Central Exchange,101.8,9.4
1964.0,450.0,Arvin Industries,101.6,4.3
1964.0,451.0,Copperweld Steel,101.4,3.7
1964.0,452.0,New York Times,101.3,1.1
1964.0,453.0,Flavorland Industries,101.0,0.3
1964.0,454.0,Eastern States Farmers' Exch.,99.0,1.9
1964.0,455.0,P.R. Mallory,98.1,6.3
1964.0,456.0,Briggs & Stratton,98.0,10.6
1964.0,457.0,Jonathan Logan,97.5,4.3
1964.0,458.0,Universal Match,97.1,3.1
1964.0,459.0,Joy Technologies,96.9,3.3
1964.0,460.0,Lily-Tulip Cup,96.8,5.1
1964.0,461.0,Harbison-Walker Refractories,96.8,7.8
1964.0,462.0,Lukens Steel,96.8,5.1
1964.0,463.0,Pepperell Manufacturing,96.5,3.8
1964.0,464.0,Cessna Aircraft,96.4,4.2
1964.0,465.0,U.S. Industries,96.0,-5.5
1964.0,466.0,Chicago Pneumatic Tool,95.3,9.6
1964.0,467.0,Raybestos-Manhattan,95.2,4.4
1964.0,468.0,Federal Pacific Electric,95.0,1.7
1964.0,469.0,American Biltrite Rubber,94.8,3.2
1964.0,470.0,Gardner-Denver,94.8,9.4
1964.0,471.0,Federal Paper Board,94.3,1.9
1964.0,472.0,Ampex,93.3,5.0
1964.0,473.0,Island Creek Coal,93.2,4.3
1964.0,474.0,Hobart,92.8,6.5
1964.0,475.0,Miehle-Goss-Dexter,92.7,3.9
1964.0,476.0,Schering-Plough,92.6,10.5
1964.0,477.0,Gould-National Batteries,92.5,4.1
1964.0,478.0,Mead Johnson,92.3,4.3
1964.0,479.0,Ceco Industries,91.7,2.6
1964.0,480.0,Bucyrus-Erie,91.5,3.2
1964.0,481.0,Detroit Steel,91.2,4.6
1964.0,482.0,Duncan Foods,91.2,1.8
1964.0,483.0,Savannah Sugar Refining,91.0,2.7
1964.0,484.0,Rexnord,90.8,4.0
1964.0,485.0,U.S. Shoe,90.4,5.4
1964.0,486.0,Pitney Bowes,90.4,7.4
1964.0,487.0,Bond Stores,90.3,2.1
1964.0,488.0,Atlas Chemical Industries,90.2,4.1
1964.0,489.0,Insilco,89.6,3.8
1964.0,490.0,Northwestern Steel & Wire,89.0,4.7
1964.0,491.0,Harsco,88.8,8.4
1964.0,492.0,Harris,88.5,6.5
1964.0,493.0,Bibb Manufacturing,88.0,2.1
1964.0,494.0,Bigelow-Sanford,87.6,3.0
1964.0,495.0,Cooper Industries,87.1,3.3
1964.0,496.0,Masonite,86.8,6.2
1964.0,497.0,Robertson-Ceco,86.2,2.4
1964.0,498.0,Commercial Solvents,86.2,6.0
1964.0,499.0,Consolidated Papers,86.2,5.2
1964.0,500.0,Permanente Cement,86.0,7.7
1965.0,1.0,General Motors,16997.0,1734.8
1965.0,2.0,Exxon Mobil,10814.7,1050.6
1965.0,3.0,Ford Motor,9670.8,505.6
1965.0,4.0,General Electric,4941.4,237.3
1965.0,5.0,Mobil,4499.4,294.2
1965.0,6.0,Chrysler,4287.3,213.8
1965.0,7.0,U.S. Steel,4077.5,236.8
1965.0,8.0,Texaco,3573.8,577.4
1965.0,9.0,Intl. Business Machines,3239.4,431.2
1965.0,10.0,Gulf Oil,3174.3,395.1
1965.0,11.0,AT&T Technologies,3117.2,152.8
1965.0,12.0,DuPont,2786.5,471.4
1965.0,13.0,Esmark,2610.1,25.1
1965.0,14.0,Shell Oil,2331.9,198.2
1965.0,15.0,Amoco,2317.6,194.9
1965.0,16.0,ChevronTexaco,2285.7,345.3
1965.0,17.0,CBS,2271.2,76.7
1965.0,18.0,Bethlehem Steel,2240.7,147.9
1965.0,19.0,Navistar International,2190.4,98.7
1965.0,20.0,Rockwell Automation,2187.2,49.3
1965.0,21.0,Goodyear Tire & Rubber,2010.6,100.2
1965.0,22.0,Boeing,1969.5,45.3
1965.0,23.0,Kraft,1919.9,63.8
1965.0,24.0,Procter & Gamble,1913.7,130.8
1965.0,25.0,Armour,1887.0,22.8
1965.0,26.0,Union Carbide,1878.9,221.7
1965.0,27.0,RCA,1797.0,82.5
1965.0,28.0,General Telephone & Electronics,1773.6,136.5
1965.0,29.0,Lockheed Martin,1601.0,45.1
1965.0,30.0,General Dynamics,1579.9,42.6
1965.0,31.0,ITT Industries,1542.1,63.2
1965.0,32.0,Firestone Tire & Rubber,1448.8,79.0
1965.0,33.0,Monsanto,1358.7,114.9
1965.0,34.0,ConocoPhillips,1341.5,115.0
1965.0,35.0,General Foods,1338.0,83.5
1965.0,36.0,Borden Chemical,1293.4,45.5
1965.0,37.0,Sperry,1278.6,28.2
1965.0,38.0,Republic Steel,1272.7,72.3
1965.0,39.0,Conoco,1267.6,100.1
1965.0,40.0,International Paper,1245.9,81.3
1965.0,41.0,Eastman Kodak,1237.2,187.2
1965.0,42.0,United Technologies,1235.9,29.1
1965.0,43.0,American Can,1225.8,46.9
1965.0,44.0,Burlington Industries Equity,1206.4,50.9
1965.0,45.0,Continental Group,1198.1,48.9
1965.0,46.0,Sinclair Oil,1187.3,58.7
1965.0,47.0,Citgo Petroleum,1170.4,84.5
1965.0,48.0,Caterpillar,1161.0,123.8
1965.0,49.0,Uniroyal,1086.6,30.1
1965.0,50.0,Dow Chemical,1077.5,93.8
1965.0,51.0,ARMCO,1063.5,80.4
1965.0,52.0,Honeywell Intl.,1043.1,81.0
1965.0,53.0,Alcoa,1036.9,60.8
1965.0,54.0,GenCorp,1027.2,36.9
1965.0,55.0,American Motors,1009.5,26.2
1965.0,56.0,National Intergroup,966.1,84.9
1965.0,57.0,Jones & Laughlin Steel,946.6,60.1
1965.0,58.0,Nabisco Group Holdings,937.6,124.0
1965.0,59.0,3M,903.9,102.3
1965.0,60.0,Singer,896.2,52.8
1965.0,61.0,Anaconda,895.0,57.2
1965.0,62.0,Bestfoods,894.2,49.5
1965.0,63.0,Ryerson Tull,873.7,71.1
1965.0,64.0,Goodrich,872.4,34.0
1965.0,65.0,McDonnell Douglas,865.4,24.5
1965.0,66.0,Ralston Purina,864.8,24.4
1965.0,67.0,Sunoco,838.3,68.5
1965.0,68.0,Coca-Cola,833.6,65.3
1965.0,69.0,FMC,830.1,44.5
1965.0,70.0,PPG Industries,827.6,49.0
1965.0,71.0,Deere,816.6,59.4
1965.0,72.0,Olin,815.7,41.3
1965.0,73.0,Sealed Air,815.0,40.0
1965.0,74.0,Colgate-Palmolive,806.6,25.9
1965.0,75.0,American Cyanamid,779.0,81.6
1965.0,76.0,Martin Marietta,767.1,37.2
1965.0,77.0,Wilson,766.4,12.6
1965.0,78.0,Bendix,742.3,23.9
1965.0,79.0,Youngstown Sheet & Tube,725.9,53.8
1965.0,80.0,Textron,720.2,22.1
1965.0,81.0,BorgWarner,719.3,41.8
1965.0,82.0,Celanese,700.8,54.9
1965.0,83.0,Owens-Illinois,693.6,42.7
1965.0,84.0,Fortune Brands,689.2,73.2
1965.0,85.0,Litton Industries,686.1,29.8
1965.0,86.0,J.P. Stevens,684.7,17.1
1965.0,87.0,NL Industries,683.6,56.2
1965.0,88.0,Tidewater Oil,675.0,48.7
1965.0,89.0,Honeywell,667.2,41.4
1965.0,90.0,NCR,665.8,22.5
1965.0,91.0,Crown Zellerbach,663.8,56.7
1965.0,92.0,Weyerhaeuser,663.3,67.6
1965.0,93.0,Campbell Soup,660.4,48.2
1965.0,94.0,Morrell (John),655.7,4.7
1965.0,95.0,Douglas Aircraft,650.1,13.7
1965.0,96.0,Atlantic Richfield,636.3,47.1
1965.0,97.0,Allis-Chalmers,629.1,12.7
1965.0,98.0,Reynolds Metals,620.1,36.6
1965.0,99.0,St. Regis,616.6,26.9
1965.0,100.0,Standard Brands,614.6,23.6
1965.0,101.0,Asarco,608.0,45.0
1965.0,102.0,Nabisco Brands,607.5,36.5
1965.0,103.0,Beatrice,606.2,14.7
1965.0,104.0,Pure Oil,605.2,31.5
1965.0,105.0,Signal Companies,604.8,27.6
1965.0,106.0,Grumman,598.4,10.7
1965.0,107.0,Whirlpool,590.8,29.3
1965.0,108.0,Genesco,589.2,13.2
1965.0,109.0,Wyeth,571.0,61.5
1965.0,110.0,Unocal,567.7,67.1
1965.0,111.0,Eaton,559.4,32.3
1965.0,112.0,American Standard,558.9,20.7
1965.0,113.0,Kimberly-Clark,554.7,35.8
1965.0,114.0,TRW,553.4,23.4
1965.0,115.0,White Motor,550.7,18.1
1965.0,116.0,Kennecott,544.0,66.1
1965.0,117.0,General Mills,541.3,17.2
1965.0,118.0,Hercules,531.0,38.0
1965.0,119.0,BP America,529.4,43.8
1965.0,120.0,United Merchants & Mfrs.,522.6,14.1
1965.0,121.0,Kaisertech,515.9,28.6
1965.0,122.0,Mead,509.5,17.9
1965.0,123.0,Quantum Chemical,499.4,27.1
1965.0,124.0,Pullman,499.0,14.6
1965.0,125.0,Marathon Oil,496.4,60.4
1965.0,126.0,Continental Baking,493.4,9.2
1965.0,127.0,H.J. Heinz,488.2,14.5
1965.0,128.0,Ogden,482.7,5.6
1965.0,129.0,Georgia-Pacific,481.0,36.2
1965.0,130.0,Pfizer,480.1,44.7
1965.0,131.0,Carnation,477.3,16.5
1965.0,132.0,Sunray DX Oil,464.0,35.2
1965.0,133.0,Manville,458.9,32.1
1965.0,134.0,Hygrade Food Products,454.3,2.5
1965.0,135.0,Raytheon,454.1,8.2
1965.0,136.0,Pillsbury,446.4,9.0
1965.0,137.0,AMAX,438.2,45.6
1965.0,138.0,Lever Brothers,436.4,15.3
1965.0,139.0,Avco,431.1,22.6
1965.0,140.0,Babcock & Wilcox,431.0,25.2
1965.0,141.0,McGraw-Edison,422.2,22.3
1965.0,142.0,Altria Group,421.5,22.6
1965.0,143.0,Motorola,419.1,20.7
1965.0,144.0,Foremost Dairies,416.6,7.2
1965.0,145.0,Amstar,412.9,7.6
1965.0,146.0,Pet,412.5,26.5
1965.0,147.0,Hormel Foods,411.8,5.7
1965.0,148.0,Del Monte Foods,409.8,18.0
1965.0,149.0,Norton Simon,401.8,9.6
1965.0,150.0,AMF,395.2,18.5
1965.0,151.0,Central Soya,394.8,7.9
1965.0,152.0,Ashland,394.4,23.7
1965.0,153.0,Container Corp. of America,390.6,23.1
1965.0,154.0,Unisys,390.2,10.2
1965.0,155.0,Kaiser Industries,389.5,-3.8
1965.0,156.0,Phelps Dodge,389.4,55.1
1965.0,157.0,Champion Papers,386.0,16.8
1965.0,158.0,Scott Paper,385.4,40.2
1965.0,159.0,Johnson & Johnson,384.5,24.8
1965.0,160.0,Quaker Oats,384.2,15.2
1965.0,161.0,Champion International,383.0,15.0
1965.0,162.0,IPL,377.6,-2.0
1965.0,163.0,Anheuser-Busch,376.2,19.6
1965.0,164.0,Otis Elevator,373.3,3.7
1965.0,165.0,Dana,364.8,26.6
1965.0,166.0,Zenith Electronics,362.3,24.3
1965.0,167.0,Rockwell-Standard,361.6,24.9
1965.0,168.0,OfficeMax,361.6,14.9
1965.0,169.0,Armstrong Holdings,360.8,32.0
1965.0,170.0,Ingersoll-Rand,358.8,33.6
1965.0,171.0,Crane,357.8,5.5
1965.0,172.0,Kellogg,349.1,32.6
1965.0,173.0,Clark Equipment,347.7,21.1
1965.0,174.0,Furniture Brands Intl.,345.7,8.4
1965.0,175.0,BOC,338.9,18.7
1965.0,176.0,Hess Oil & Chemical,337.6,11.7
1965.0,177.0,Warner-Lambert,335.3,34.0
1965.0,178.0,Koppers,334.8,9.9
1965.0,179.0,Agway,334.5,5.3
1965.0,180.0,Timken,334.4,39.8
1965.0,181.0,Cudahy,329.6,1.8
1965.0,182.0,J.E. Seagram,327.8,20.0
1965.0,183.0,Corning,327.6,35.0
1965.0,184.0,Texas Instruments,327.6,18.0
1965.0,185.0,Carrier,324.9,10.8
1965.0,186.0,LTV,322.9,4.9
1965.0,187.0,GATX,322.4,23.7
1965.0,188.0,Intl. Multifoods,320.4,4.7
1965.0,189.0,Rohm & Haas,319.7,33.5
1965.0,190.0,Studebaker-Worthington,318.4,7.8
1965.0,191.0,USG,315.6,43.0
1965.0,192.0,Sherwin-Williams,313.5,17.1
1965.0,193.0,Fruehauf,312.7,17.8
1965.0,194.0,Cerro,308.4,26.0
1965.0,195.0,Combustion Engineering,305.2,8.1
1965.0,196.0,Brunswick,302.2,0.6
1965.0,197.0,Westvaco,301.9,13.6
1965.0,198.0,Northrop Grumman,301.8,6.8
1965.0,199.0,Richfield Oil,301.5,21.5
1965.0,200.0,Mack Trucks,300.2,3.4
1965.0,201.0,A.O. Smith,299.9,1.9
1965.0,202.0,Owens Corning,299.8,17.2
1965.0,203.0,Avon Products,299.4,39.8
1965.0,204.0,Gillette,299.0,37.7
1965.0,205.0,Diamond International,298.1,19.4
1965.0,206.0,Republic Aviation,297.4,-8.9
1965.0,207.0,Consolidation Coal,297.3,33.8
1965.0,208.0,Oscar Mayer,296.0,7.9
1965.0,209.0,Liggett Group,293.2,26.2
1965.0,210.0,Allegheny International,292.6,15.9
1965.0,211.0,Archer Daniels Midland,291.7,3.3
1965.0,212.0,Walter Industries,291.0,5.7
1965.0,213.0,"Libby, McNeill & Libby",289.7,6.1
1965.0,214.0,Merck,286.7,44.9
1965.0,215.0,Dart Industries,284.0,16.3
1965.0,216.0,Crucible Steel,283.4,9.8
1965.0,217.0,Kaiser Steel,281.8,12.2
1965.0,218.0,Collins Radio,281.0,2.4
1965.0,219.0,Stauffer Chemical,279.0,23.9
1965.0,220.0,Flintkote,278.3,14.9
1965.0,221.0,ACF Industries,277.7,13.3
1965.0,222.0,Ethyl,277.5,19.8
1965.0,223.0,M. Lowenstein,277.1,3.6
1965.0,224.0,Lorillard,276.7,25.3
1965.0,225.0,Cannon Mills,270.5,17.1
1965.0,226.0,Sterling Drug,268.5,29.2
1965.0,227.0,Xerox,268.0,38.5
1965.0,228.0,Rath Packing,267.1,0.4
1965.0,229.0,Bristol-Myers Squibb,265.0,23.1
1965.0,230.0,Eli Lilly,264.1,31.7
1965.0,231.0,Revere Copper & Brass,264.0,9.2
1965.0,232.0,H.K. Porter,263.0,5.1
1965.0,233.0,Studebaker,261.8,8.1
1965.0,234.0,Interlake,259.6,13.1
1965.0,235.0,Dresser Industries,259.5,12.6
1965.0,236.0,Newport News Shipbuilding,258.2,7.6
1965.0,237.0,Wheeling Pittsburgh,257.9,2.8
1965.0,238.0,Union Camp,257.9,19.6
1965.0,239.0,Glidden,257.7,9.1
1965.0,240.0,National Gypsum,257.1,22.0
1965.0,241.0,Skelly Oil,256.9,25.6
1965.0,242.0,GK Technologies,255.5,14.9
1965.0,243.0,American Bakeries,253.0,3.7
1965.0,244.0,Grinnell,252.7,10.6
1965.0,245.0,PepsiCo,252.5,18.6
1965.0,246.0,Eltra,252.2,9.6
1965.0,247.0,Norton,250.6,18.2
1965.0,248.0,Kerr-McGee,250.1,20.7
1965.0,249.0,Hoover,248.8,14.1
1965.0,250.0,Essex International,248.6,9.9
1965.0,251.0,Brown Shoe,247.4,12.4
1965.0,252.0,Springs Industries,245.2,18.3
1965.0,253.0,AM International,244.7,17.1
1965.0,254.0,Land O'Lakes,243.8,7.4
1965.0,255.0,Westinghouse Air Brake,243.3,12.1
1965.0,256.0,Abex,241.5,9.8
1965.0,257.0,McLouth Steel,240.2,18.0
1965.0,258.0,Aeroquip-Vickers,239.5,34.1
1965.0,259.0,Jos. Schlitz Brewing,238.7,14.0
1965.0,260.0,Cone Mills,237.4,9.5
1965.0,261.0,Paccar,236.8,10.8
1965.0,262.0,Farmland Industries,236.3,14.9
1965.0,263.0,Campbell Taggart,231.2,6.6
1965.0,264.0,Tecumseh Products,230.3,11.6
1965.0,265.0,Budd,229.5,23.9
1965.0,266.0,Cluett Peabody,229.3,8.5
1965.0,267.0,Magnavox,227.2,13.8
1965.0,268.0,Imcera Group,225.7,15.8
1965.0,269.0,North American Philips,223.9,8.2
1965.0,270.0,Philadelphia & Reading,223.1,9.9
1965.0,271.0,Cummins,221.7,14.2
1965.0,272.0,Admiral,221.6,4.0
1965.0,273.0,Kelsey-Hayes,220.6,4.9
1965.0,274.0,General Precision Equipment,219.5,3.8
1965.0,275.0,Emerson Electric,219.3,15.0
1965.0,276.0,US Pharmaceuticals,218.2,38.7
1965.0,277.0,Crown Holdings,218.2,11.1
1965.0,278.0,Case,217.9,13.2
1965.0,279.0,Kayser-Roth,214.5,8.2
1965.0,280.0,Abbott Laboratories,212.6,22.6
1965.0,281.0,R.R. Donnelley & Sons,211.1,17.3
1965.0,282.0,Midland-Ross,211.1,8.7
1965.0,283.0,Hooker Chemical,211.0,19.2
1965.0,284.0,Pharmacia,209.7,29.6
1965.0,285.0,CF&I Steel,209.6,6.1
1965.0,286.0,Thiokol,209.1,4.2
1965.0,287.0,USM,208.7,10.2
1965.0,288.0,Hershey Foods,207.1,22.7
1965.0,289.0,Stokely-Van Camp,205.1,4.4
1965.0,290.0,"Parke, Davis",204.6,26.2
1965.0,291.0,Sunshine Biscuits,200.8,7.3
1965.0,292.0,Engelhard Industries,199.7,5.4
1965.0,293.0,Revlon,197.2,10.9
1965.0,294.0,Link-Belt,197.1,9.3
1965.0,295.0,Scovill,195.6,5.4
1965.0,296.0,Sunbeam/Oster,194.5,14.6
1965.0,297.0,Times Mirror,193.8,11.4
1965.0,298.0,McGraw-Hill,193.4,15.2
1965.0,299.0,Emhart,192.9,16.7
1965.0,300.0,GAF,192.2,10.7
1965.0,301.0,Federal-Mogul,191.6,16.6
1965.0,302.0,Inmont,190.9,12.6
1965.0,303.0,Peabody Coal,188.7,21.3
1965.0,304.0,Lear Siegler,187.0,5.2
1965.0,305.0,Squibb,186.6,14.7
1965.0,306.0,Dan River,185.7,9.2
1965.0,307.0,WestPoint Stevens,185.1,8.3
1965.0,308.0,Carborundum,184.6,11.2
1965.0,309.0,Frito-Lay,184.0,7.8
1965.0,310.0,ESB,183.1,8.9
1965.0,311.0,Potlatch,182.9,6.5
1965.0,312.0,Castle & Cooke,182.2,7.8
1965.0,313.0,Evans Products,181.8,5.7
1965.0,314.0,Iowa Beef Processors,181.7,2.7
1965.0,315.0,Foster Wheeler,181.6,1.6
1965.0,316.0,Richardson-Vicks,180.3,17.8
1965.0,317.0,Fairmont Foods,180.2,5.2
1965.0,318.0,Continental Motors,179.0,1.7
1965.0,319.0,Maxus Energy,178.5,13.2
1965.0,320.0,Staley Continental,178.0,4.3
1965.0,321.0,Merritt-Chapman & Scott,177.4,12.5
1965.0,322.0,Gerber Products,176.8,11.7
1965.0,323.0,Amsted Industries,176.1,9.9
1965.0,324.0,Ex-Cell-O,175.8,14.0
1965.0,325.0,Akzona,174.4,13.7
1965.0,326.0,Pittsburgh Steel,174.3,6.2
1965.0,327.0,Blaw-Knox,172.8,3.7
1965.0,328.0,Chemetron,172.2,9.4
1965.0,329.0,Bell & Howell,171.6,5.0
1965.0,330.0,Bemis,171.6,3.7
1965.0,331.0,Cincinnati Milacron,171.3,7.7
1965.0,332.0,Rockwell Manufacturing,171.1,11.0
1965.0,333.0,Eastern Gas & Fuel Associates,170.3,8.9
1965.0,334.0,Outboard Marine,170.0,8.1
1965.0,335.0,Schenley Industries,168.8,10.4
1965.0,336.0,Hupp,168.6,2.8
1965.0,337.0,Coltec Industries,164.4,3.0
1965.0,338.0,Anchor Hocking,164.3,7.6
1965.0,339.0,General Host,164.2,1.0
1965.0,340.0,Amerada Hess,163.5,51.6
1965.0,341.0,Ward Foods,163.2,-1.5
1965.0,342.0,Time Warner,161.6,6.5
1965.0,343.0,Granite City Steel,161.3,11.1
1965.0,344.0,Purex Industries,160.8,8.4
1965.0,345.0,Pabst Brewing,160.7,10.0
1965.0,346.0,Sharon Steel,160.7,2.4
1965.0,347.0,Indian Head,158.4,3.0
1965.0,348.0,McCall,158.3,4.6
1965.0,349.0,Curtiss-Wright,157.3,8.9
1965.0,350.0,Interstate Brands,157.3,3.2
1965.0,351.0,Simmons,156.7,5.6
1965.0,352.0,Stanley Warner,156.3,4.6
1965.0,353.0,FINA,155.2,1.6
1965.0,354.0,Square D,155.0,20.5
1965.0,355.0,Cyclops Industries,154.7,7.5
1965.0,356.0,ITT Rayonier,154.7,18.6
1965.0,357.0,Standard Packaging,154.4,2.2
1965.0,358.0,Murphy Oil,154.0,4.3
1965.0,359.0,Cutler-Hammer,152.3,7.9
1965.0,360.0,Thomas J. Lipton,151.2,9.4
1965.0,361.0,U.S. Pipe & Foundry,150.4,6.6
1965.0,362.0,Kern County Land,150.0,18.1
1965.0,363.0,Kendall,149.4,7.2
1965.0,364.0,Allied Mills,147.8,2.6
1965.0,365.0,National Can,147.2,3.8
1965.0,366.0,CBI Industries,145.0,7.2
1965.0,367.0,Packaging Corp. of America,144.8,6.4
1965.0,368.0,Pennwalt Corp,144.4,9.2
1965.0,369.0,Mohasco,144.4,5.1
1965.0,370.0,Beaunit,144.2,5.2
1965.0,371.0,Hartmarx,143.6,5.3
1965.0,372.0,Stanley Works,142.4,4.6
1965.0,373.0,Pacolet Industries,140.3,1.7
1965.0,374.0,Ampex,140.0,7.0
1965.0,375.0,Falstaff Brewing,139.5,7.0
1965.0,376.0,Curtis Publishing,139.4,-13.9
1965.0,377.0,Fairchild Camera & Instrument,138.7,2.6
1965.0,378.0,Vulcan Materials,138.3,9.7
1965.0,379.0,Polaroid,138.2,18.3
1965.0,380.0,Consolidated Cigar,137.9,12.5
1965.0,381.0,Baldwin-Lima-Hamilton,137.0,3.2
1965.0,382.0,Trane,136.9,10.2
1965.0,383.0,New York Times,136.7,4.3
1965.0,384.0,Witco,135.7,6.0
1965.0,385.0,Hanna Mining,135.6,14.1
1965.0,386.0,Fieldcrest Cannon,134.6,6.7
1965.0,387.0,Armstrong Rubber,134.3,5.0
1965.0,388.0,American Chain & Cable,133.9,7.2
1965.0,389.0,Universal American,133.2,-3.5
1965.0,390.0,Great Western Sugar,132.9,10.0
1965.0,391.0,Cowles Communications,132.5,3.8
1965.0,392.0,Di Giorgio,132.4,2.5
1965.0,393.0,Stewart-Warner,132.2,9.6
1965.0,394.0,KVP Sutherland Paper,132.1,5.6
1965.0,395.0,Keystone Consolidated Industries,132.0,7.0
1965.0,396.0,Ruberoid,131.4,5.1
1965.0,397.0,Certainteed,131.1,5.2
1965.0,398.0,Western Publishing Group,130.7,6.8
1965.0,399.0,Eagle-Picher Industries,130.7,4.3
1965.0,400.0,Inland Container,130.3,8.0
1965.0,401.0,I-T-E Imperial,129.6,3.9
1965.0,402.0,American Biltrite Rubber,129.3,7.8
1965.0,403.0,Jonathan Logan,128.5,6.9
1965.0,404.0,Rohr,128.5,2.6
1965.0,405.0,Riegel Paper,128.4,6.0
1965.0,406.0,Joy Technologies,128.0,5.9
1965.0,407.0,Hammermill Paper,127.8,5.6
1965.0,408.0,Maremont,127.3,3.8
1965.0,409.0,Endicott Johnson,127.1,1.3
1965.0,410.0,Keebler,126.7,1.1
1965.0,411.0,Lone Star Industries,126.4,14.4
1965.0,412.0,Chesebrough-Pond's,126.0,9.8
1965.0,413.0,Colorado Milling & Elevator,125.6,1.2
1965.0,414.0,Ideal Basic Industries,125.4,15.5
1965.0,415.0,Hewlett-Packard,124.9,9.4
1965.0,416.0,Safety-Kleen,124.7,2.4
1965.0,417.0,Maytag,124.4,16.2
1965.0,418.0,Champion Spark Plug,124.3,16.7
1965.0,419.0,Kellwood,123.9,2.3
